user_id,book_id,rating
16113,3,1
16113,9,5
16113,11,4
16113,22,4
16113,72,3
16113,84,3
16113,86,4
16113,97,4
16114,1,5
16114,13,4
16114,19,4
16114,38,4
16114,39,5
16114,48,3
16114,54,5
16114,62,4
16114,65,4
16114,70,5
16115,9,5
16115,22,4
16115,31,5
16115,33,4
16115,40,4
16115,42,4
16115,43,5
16115,46,4
16115,57,5
16115,67,5
16115,83,5
16115,85,5
16116,18,4
16116,21,4
16116,23,4
16116,24,4
16116,25,4
16116,27,4
16117,1,5
16117,17,4
16117,20,5
16117,37,4
16117,49,3
16117,51,5
16117,52,3
16117,56,4
16117,69,5
16117,90,4
16118,2,1
16118,5,3
16118,8,4
16118,11,5
16118,13,5
16118,14,5
16118,33,3
16118,35,4
16118,40,4
16118,46,2
16118,50,5
16118,67,5
16118,75,5
16118,78,5
16118,82,3
16118,92,5
16119,63,3
16119,68,5
16119,77,4
16119,90,4
16119,94,3
16119,95,3
16120,5,3
16120,16,4
16120,29,4
16120,43,3
16120,48,3
16120,54,5
16120,72,3
16121,3,5
16121,10,4
16121,11,4
16121,31,5
16121,36,5
16121,38,3
16121,40,2
16121,44,4
16121,46,5
16121,49,5
16121,50,4
16121,52,5
16121,56,5
16121,59,2
16121,85,5
16121,87,3
16122,1,5
16122,2,5
16122,3,2
16122,4,3
16122,5,3
16122,10,4
16122,11,5
16122,15,3
16122,16,4
16122,18,5
16122,21,5
16122,22,4
16122,23,5
16122,24,5
16122,25,5
16122,26,2
16122,27,5
16122,28,4
16122,29,2
16122,31,3
16122,32,3
16122,36,4
16122,38,4
16122,42,3
16122,46,3
16122,50,3
16122,59,3
16122,60,4
16122,62,5
16122,63,3
16122,64,3
16122,66,5
16122,73,2
16122,79,1
16122,98,4
16124,9,4
16124,26,5
16124,84,5
16125,9,3
16125,18,4
16125,21,4
16125,23,4
16125,24,4
16125,25,5
16125,26,2
16125,27,5
16125,29,2
16125,44,3
16125,67,2
16125,80,2
16127,1,5
16127,2,5
16127,7,5
16127,17,5
16127,20,5
16129,1,5
16129,31,5
16129,37,3
16129,59,5
16129,63,1
16129,87,4
16129,90,5
16130,1,5
16130,2,5
16130,4,5
16130,10,5
16130,28,4
16130,31,5
16130,43,5
16130,68,4
16130,76,4
16130,94,3
16130,95,4
16130,100,5
16131,31,5
16131,40,5
16131,57,5
16132,11,5
16132,14,4
16132,22,4
16132,28,5
16132,31,3
16132,32,4
16132,33,4
16132,38,5
16132,43,5
16132,45,1
16132,46,5
16132,50,5
16132,55,5
16132,57,5
16132,60,4
16132,65,5
16132,75,4
16132,78,4
16132,89,5
16132,93,5
16134,1,5
16134,2,4
16134,7,5
16134,17,5
16134,19,4
16134,20,4
16134,37,4
16134,39,4
16134,53,4
16134,54,5
16134,70,5
16134,89,5
16135,2,5
16135,4,5
16135,5,4
16135,7,5
16135,8,3
16135,9,4
16135,13,5
16135,14,5
16135,19,4
16135,28,4
16135,36,5
16135,39,3
16135,41,3
16135,48,5
16135,50,5
16135,53,3
16135,54,5
16135,55,5
16135,59,4
16135,62,4
16135,65,4
16135,70,5
16135,77,4
16135,85,5
