user_id,book_id,rating
1,4,5
1,10,4
1,11,5
1,13,4
1,16,3
1,22,3
1,31,4
1,32,4
1,33,4
1,35,5
1,36,4
1,38,2
1,40,2
1,42,3
1,43,4
1,45,5
1,46,4
1,47,3
1,54,3
1,57,3
1,60,3
1,66,4
1,67,3
1,70,5
1,72,3
1,76,3
1,85,3
1,94,1
1,95,4
1,98,3
1,100,4
2,26,4
2,33,4
3,4,3
3,13,2
3,15,3
3,28,2
3,32,2
3,55,1
3,58,2
3,59,3
3,76,1
3,77,1
4,2,5
4,4,4
4,5,4
4,7,4
4,8,4
4,10,5
4,11,4
4,13,4
4,14,3
4,18,5
4,19,2
4,21,5
4,22,1
4,23,5
4,24,5
4,25,5
4,26,3
4,27,5
4,28,3
4,32,4
4,33,3
4,35,5
4,36,5
4,42,5
4,45,4
4,48,4
4,50,4
4,54,4
4,55,4
4,58,4
4,62,4
4,65,4
4,70,4
4,72,3
4,81,5
4,84,4
4,85,5
4,86,4
4,87,5
4,93,5
4,94,1
4,95,4
4,97,3
4,100,3
7,5,3
7,8,2
7,13,5
7,25,4
7,28,5
7,32,5
7,37,4
7,48,5
7,50,5
7,55,5
7,79,4
7,83,4
7,84,4
7,89,5
8,4,3
8,5,3
8,10,1
8,13,4
8,14,5
8,28,4
8,43,2
8,45,3
8,54,4
8,55,5
8,63,4
8,65,5
8,71,3
8,76,2
8,79,4
8,80,5
8,83,4
8,94,4
8,97,4
9,1,4
9,2,4
9,3,4
9,5,5
9,9,1
9,10,5
9,11,1
9,13,5
9,14,4
9,16,2
9,17,3
9,18,5
9,20,4
9,21,3
9,22,3
9,23,3
9,24,3
9,25,5
9,26,2
9,27,4
9,28,4
9,33,3
9,38,3
9,45,4
9,46,3
9,49,4
9,52,4
9,55,4
9,56,5
9,60,5
9,75,3
9,76,4
9,78,2
9,81,1
9,97,4
9,98,3
10,4,5
10,5,5
10,10,5
10,11,3
10,15,5
10,16,4
10,19,5
10,25,4
10,26,3
10,33,3
10,35,4
10,37,3
10,38,5
10,40,3
10,42,4
10,45,5
10,46,4
10,63,4
10,67,3
10,83,5
10,87,5
10,98,3
11,4,3
11,8,5
11,11,4
11,16,3
11,26,3
11,31,4
11,33,4
11,38,4
11,40,1
11,45,4
11,46,4
11,47,4
11,57,3
11,65,3
11,67,4
11,81,4
11,82,3
11,87,5
11,94,5
11,98,4
11,100,3
14,1,4
14,13,3
14,14,3
14,16,1
14,17,3
14,18,2
14,20,2
14,21,4
14,24,2
14,25,3
14,27,4
14,39,3
14,54,4
14,60,3
14,70,4
14,95,4
14,100,2
15,2,4
15,3,5
15,4,3
15,5,4
15,8,5
15,9,3
15,10,5
15,11,5
15,13,4
15,14,4
15,18,4
15,21,3
15,24,4
15,25,5
15,26,3
15,27,4
15,31,5
15,33,5
15,36,5
15,49,5
15,52,5
15,55,4
15,65,5
15,68,5
15,71,4
15,76,5
15,87,5
15,92,4
15,100,4
16,8,4
16,10,3
16,14,5
16,22,4
16,35,5
16,57,5
16,58,3
16,63,4
16,80,5
16,83,5
16,85,5
16,94,3
17,33,5
17,84,3
17,86,4
18,3,2
18,4,4
18,5,4
18,7,5
18,8,4
18,9,2
18,11,3
18,13,4
18,14,4
18,26,2
18,46,2
18,48,4
18,49,2
18,52,2
18,55,4
18,56,1
18,60,3
18,65,5
18,92,3
21,2,4
21,8,3
21,10,4
21,14,3
21,18,4
21,21,4
21,23,4
21,24,4
21,26,3
21,27,4
21,29,3
21,35,4
21,42,3
21,66,3
21,85,3
21,94,1
21,95,3
22,1,3
22,3,3
22,9,2
22,35,2
22,45,5
22,46,4
22,48,5
22,62,3
24,2,3
24,4,4
24,8,4
24,9,4
24,10,4
24,11,4
24,15,4
24,18,3
24,21,3
24,23,3
24,24,4
24,25,4
24,26,3
24,27,4
24,33,4
24,60,2
24,78,2
24,80,4
24,82,5
24,100,4
25,4,4
25,8,5
25,13,4
25,14,4
25,35,3
25,50,4
25,58,4
25,65,5
25,80,5
25,94,5
26,8,4
26,13,4
26,14,4
26,32,4
26,45,4
26,48,4
26,65,4
26,71,4
26,80,5
26,100,4
27,1,4
27,17,4
27,31,4
27,39,4
27,40,3
27,82,4
28,4,5
28,5,3
28,8,4
28,9,3
28,11,5
28,22,5
28,26,2
28,28,4
28,31,5
28,35,4
28,36,5
28,46,4
28,50,5
28,57,4
28,59,5
28,60,3
28,81,4
28,84,5
28,95,4
28,100,4
29,2,5
29,4,4
29,18,4
29,19,5
29,21,5
29,23,4
29,24,4
29,25,5
29,27,5
29,37,5
29,40,4
29,45,5
29,48,4
29,67,4
29,76,5
29,79,5
29,80,4
29,93,3
29,94,5
30,2,4
30,5,3
30,8,4
30,11,5
30,13,5
30,14,5
30,18,4
30,19,4
30,21,4
30,23,4
30,24,4
30,25,5
30,26,4
30,27,5
30,28,4
30,29,5
30,35,1
30,37,4
30,39,4
30,40,3
30,42,3
30,43,5
30,45,5
30,54,5
30,55,5
30,63,4
30,65,5
30,75,3
30,80,5
30,94,5
31,2,3
31,13,4
31,14,3
31,18,3
31,21,3
31,23,3
31,24,3
31,27,3
31,28,4
31,31,3
31,32,3
31,33,3
31,39,4
31,46,4
31,47,5
31,55,4
31,70,5
31,75,3
32,2,4
32,5,4
32,7,3
32,8,5
32,9,3
32,10,5
32,14,3
32,22,4
32,26,3
32,29,4
32,32,5
32,33,4
32,38,5
32,40,5
32,42,5
32,45,1
32,46,4
32,50,5
32,57,4
32,59,4
32,66,5
32,75,3
32,79,4
32,85,5
32,89,5
32,90,5
32,93,4
32,100,5
34,10,4
34,13,5
34,43,4
34,59,5
34,60,2
34,62,4
34,65,4
34,70,4
34,89,4
35,29,4
35,37,3
35,42,4
35,46,4
35,47,4
35,48,3
35,50,3
35,59,3
35,63,4
35,66,3
35,75,3
35,76,4
35,78,2
35,79,3
35,83,3
35,89,4
35,97,4
36,1,4
36,3,3
36,4,5
36,5,3
36,13,3
36,14,5
36,17,4
36,22,4
36,26,3
36,28,5
36,32,4
36,33,4
36,35,5
36,38,4
36,41,4
36,45,3
36,46,3
36,49,2
36,50,5
36,52,3
36,54,3
36,57,4
36,60,3
36,70,3
36,72,4
36,73,3
36,75,4
36,77,4
36,89,2
36,97,3
36,100,3
37,1,4
37,17,4
37,40,5
38,2,4
38,10,2
38,14,4
38,18,4
38,24,4
38,27,4
38,55,2
38,66,3
38,79,5
38,85,3
38,94,4
38,95,2
39,39,4
39,46,4
39,54,3
39,90,5
40,1,4
40,2,5
40,4,5
40,5,3
40,8,4
40,10,5
40,11,2
40,13,4
40,14,3
40,18,4
40,21,4
40,23,4
40,24,4
40,25,3
40,26,4
40,27,4
40,28,4
40,32,3
40,40,3
40,60,3
40,63,3
40,66,5
40,68,4
40,81,4
41,1,5
41,16,4
41,17,5
41,20,5
41,31,5
41,39,5
41,40,5
41,41,5
41,47,4
41,64,5
41,80,5
41,91,4
41,98,5
42,8,5
42,14,3
42,32,3
42,35,2
42,80,3
42,94,5
43,1,3
43,4,5
43,8,4
43,11,4
43,17,3
43,18,4
43,20,2
43,26,3
43,45,1
43,94,4
44,2,4
44,4,5
44,9,3
44,10,4
44,16,3
44,18,5
44,21,5
44,22,4
44,23,4
44,24,4
44,25,5
44,26,3
44,27,5
44,31,5
44,32,4
44,33,4
44,36,4
44,38,5
44,40,3
44,43,5
44,46,3
44,47,5
44,89,5
44,90,5
44,94,3
45,8,5
45,11,4
45,13,2
45,60,5
45,67,3
45,80,5
45,85,5
46,1,4
46,16,5
46,17,4
46,20,4
46,39,4
46,68,3
46,70,4
46,98,5
47,9,4
47,16,3
47,31,5
47,47,3
47,49,4
47,52,4
47,56,3
47,60,4
47,78,5
48,11,3
48,29,5
49,4,4
49,5,4
49,8,4
49,13,4
49,16,3
49,22,4
49,26,3
49,31,3
49,33,4
49,40,3
49,45,4
49,46,3
49,55,4
49,57,3
49,66,5
49,67,4
49,78,3
50,2,3
50,18,3
50,21,3
50,23,3
50,24,4
50,25,5
50,26,2
50,27,3
50,45,4
50,54,5
50,62,4
50,70,4
53,8,3
53,11,5
53,13,3
53,14,2
53,26,3
53,35,1
53,43,3
53,63,2
53,66,5
53,80,5
53,85,3
54,1,4
54,3,4
54,11,5
54,16,4
54,17,4
54,20,4
54,22,4
54,25,4
54,26,4
54,31,5
54,33,4
54,38,4
54,40,4
54,46,3
54,47,5
54,49,4
54,52,4
54,56,4
54,57,4
54,64,5
54,67,5
54,81,5
54,87,5
54,94,4
54,98,4
55,1,4
55,2,3
55,4,5
55,5,5
55,8,5
55,11,4
55,13,5
55,16,4
55,17,4
55,18,3
55,20,4
55,21,3
55,23,3
55,24,3
55,27,3
55,28,5
55,31,3
55,43,5
55,54,4
55,57,2
55,60,1
55,65,4
55,67,3
55,81,4
55,94,2
55,98,2
55,100,5
57,38,3
57,42,4
57,59,3
57,60,3
57,62,3
57,80,4
58,2,3
58,5,4
58,8,5
58,10,4
58,11,4
58,13,4
58,14,3
58,18,5
58,21,5
58,22,3
58,24,4
58,25,3
58,26,1
58,27,4
58,43,3
58,58,4
58,63,4
58,65,4
58,66,5
58,67,3
58,80,5
59,5,3
59,8,4
59,10,3
59,13,4
59,14,3
59,26,4
59,32,3
59,33,4
59,35,1
59,43,3
59,60,2
59,66,4
59,67,4
59,80,5
59,94,3
60,3,2
60,15,4
60,24,3
60,37,4
60,42,3
60,49,3
60,52,3
60,56,3
60,78,2
60,79,4
60,81,4
60,84,4
60,85,4
60,87,3
60,100,4
61,1,4
61,2,4
61,5,5
61,11,5
61,15,5
61,16,4
61,17,3
61,18,4
61,20,3
61,21,4
61,23,5
61,24,4
61,25,4
61,26,3
61,27,4
61,28,5
61,33,3
61,37,5
61,38,4
61,40,2
61,41,5
61,42,5
61,45,4
61,46,5
61,53,4
61,57,4
61,62,4
61,64,3
61,70,5
61,81,3
61,82,4
61,85,5
61,93,4
61,98,2
61,100,5
63,10,2
63,13,3
63,32,3
63,33,4
63,35,3
63,43,3
63,58,3
63,66,3
63,80,5
63,83,4
63,85,4
65,2,4
65,5,5
65,7,5
65,8,5
65,10,2
65,11,3
65,13,4
65,14,4
65,18,5
65,21,5
65,23,4
65,24,5
65,25,5
65,26,1
65,27,5
65,28,5
65,29,3
65,32,4
65,36,5
65,43,1
65,48,4
65,50,5
65,55,5
65,58,5
65,79,3
65,80,5
65,82,3
65,85,5
65,87,4
65,89,4
65,90,2
66,2,2
66,9,2
66,10,3
66,18,2
66,24,2
66,35,4
66,76,2
66,80,5
66,85,3
67,1,4
67,12,5
67,16,5
67,17,4
67,26,3
67,31,4
67,41,4
67,43,4
67,55,4
67,81,4
67,98,5
68,8,3
68,10,2
68,13,3
68,14,4
68,18,4
68,35,2
68,50,3
68,63,3
69,4,5
69,5,5
69,8,5
69,9,3
69,26,3
69,32,5
69,35,3
69,45,4
69,65,5
69,89,4
69,94,5
70,5,4
70,10,3
70,14,5
70,26,4
70,29,5
70,32,3
70,35,3
70,60,3
70,80,5
70,83,3
70,94,5
70,95,3
71,65,4
71,92,3
72,4,5
72,7,2
72,8,2
72,10,5
72,15,5
72,22,4
72,26,3
72,29,4
72,32,2
72,33,5
72,37,2
72,38,5
72,42,5
72,55,3
72,58,4
72,59,4
72,64,3
72,66,4
72,67,5
72,70,4
72,75,4
72,76,5
72,84,2
72,89,2
72,92,3
72,100,2
73,2,4
73,3,5
73,4,3
73,5,4
73,8,5
73,10,5
73,13,5
73,18,4
73,21,4
73,23,4
73,24,4
73,26,3
73,27,4
73,28,5
73,32,4
73,43,3
73,45,5
73,49,2
73,56,1
73,58,4
73,63,4
73,65,4
73,66,5
73,71,5
73,80,5
73,97,5
74,80,5
75,1,4
75,2,5
75,8,4
75,10,2
75,11,5
75,15,4
75,16,3
75,17,4
75,18,5
75,20,4
75,21,5
75,22,4
75,23,5
75,24,5
75,25,5
75,26,2
75,27,5
75,31,2
75,35,5
75,38,3
75,40,2
75,46,3
75,50,4
75,53,1
75,57,2
75,63,4
75,67,5
75,73,2
75,75,3
75,78,2
75,81,4
75,82,3
75,83,2
75,86,2
75,89,4
75,94,4
75,98,3
76,2,5
76,3,3
76,8,4
76,9,3
76,10,5
76,11,4
76,16,1
76,18,5
76,21,5
76,22,3
76,23,4
76,24,5
76,25,5
76,26,4
76,27,5
76,32,3
76,35,3
76,39,3
76,42,3
76,43,4
76,45,4
76,49,1
76,52,1
76,54,5
76,56,1
76,60,4
76,62,4
76,63,3
76,66,4
76,75,5
76,76,3
76,80,5
76,87,3
76,92,3
77,35,1
77,58,3
77,63,2
77,80,1
77,94,5
78,7,4
78,13,2
78,14,2
78,19,4
78,23,1
78,54,3
78,55,2
78,62,3
78,70,3
78,80,2
78,94,4
78,95,5
78,97,3
79,4,4
79,5,4
79,8,5
79,9,3
79,13,4
79,14,3
79,15,4
79,22,4
79,26,3
79,29,3
79,36,5
79,42,3
79,46,4
79,48,5
79,55,3
79,60,3
79,65,4
79,68,5
79,70,5
79,79,3
79,80,5
79,83,5
79,85,4
80,4,2
80,5,2
80,8,2
80,10,1
80,11,2
80,13,2
80,14,2
80,26,1
80,32,1
80,35,1
80,43,1
80,58,1
80,65,3
80,80,3
80,85,1
80,94,4
81,45,4
82,10,4
82,16,3
82,42,4
82,47,3
82,48,5
82,71,5
82,92,3
83,2,4
83,4,5
83,5,4
83,8,4
83,13,4
83,14,4
83,21,4
83,24,4
83,26,4
83,27,4
83,55,5
83,93,5
84,1,3
84,16,3
84,25,4
84,81,3
84,98,4
85,2,4
85,4,5
85,5,4
85,8,5
85,9,4
85,10,4
85,13,5
85,14,5
85,15,5
85,18,4
85,21,3
85,23,4
85,24,4
85,25,4
85,26,4
85,27,3
85,28,5
85,29,5
85,33,4
85,36,5
85,42,5
85,43,3
85,45,4
85,50,4
85,54,3
85,55,1
85,58,4
85,65,2
85,75,4
85,76,4
85,80,5
85,89,4
86,2,2
86,5,4
86,8,4
86,11,5
86,14,5
86,18,4
86,21,3
86,23,2
86,24,3
86,25,4
86,27,4
86,55,4
86,65,4
88,2,4
88,3,1
88,4,4
88,7,3
88,8,3
88,10,4
88,11,2
88,14,4
88,15,3
88,18,4
88,21,4
88,22,2
88,23,4
88,24,5
88,25,4
88,27,4
88,28,3
88,29,3
88,32,3
88,36,4
88,38,2
88,46,2
88,48,4
88,65,3
88,75,2
88,80,2
88,82,1
88,90,3
88,94,1
88,100,5
89,1,4
89,2,3
89,4,4
89,5,4
89,8,4
89,10,3
89,16,4
89,18,4
89,21,3
89,22,3
89,24,3
89,25,4
89,26,1
89,27,3
89,29,3
89,32,4
89,33,3
89,35,3
89,38,3
89,39,4
89,43,2
89,45,4
89,77,3
89,78,1
89,90,4
89,94,4
89,95,4
89,98,4
90,36,4
90,54,4
90,58,3
91,2,1
91,11,3
91,14,5
91,18,1
91,21,1
91,23,1
91,24,1
91,42,2
91,50,4
91,71,2
91,80,5
91,94,3
92,11,2
92,16,3
92,35,2
92,95,4
93,2,5
93,7,3
93,11,5
93,18,5
93,19,3
93,21,4
93,23,4
93,24,4
93,25,4
93,27,5
93,33,3
93,45,3
93,54,4
93,67,4
93,70,5
93,82,4
93,92,5
94,2,2
94,8,5
94,18,2
94,21,1
94,23,3
94,24,2
